asv_code	domain	supergroup	division	subdivision	class	order	family	genus	species	trophic_mode
ZOTU-V7_23708	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23709	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2371	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23710	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Unassigned	phototrophs
ZOTU-V7_23714	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23717	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23718	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_23719	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2372	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	Cercomonas_sp.	heterotrophs
ZOTU-V7_2373	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_23733	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_XX	Chrysophyceae_XXX	Chrysophyceae_XXX_sp.	phototrophs
ZOTU-V7_23735	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23742	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23744	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23745	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_23747	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23748	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2375	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23751	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23753	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23754	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.	NA
ZOTU-V7_23757	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2376	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23760	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23762	Eukaryota	TSAR	Alveolata	Ciliophora	Heterotrichea	Heterotrichea_X	Spirostomidae	Spirostomum	Spirostomum_teres	heterotrophs
ZOTU-V7_23765	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Unassigned	Unassigned	parasites
ZOTU-V7_23766	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Adriamonas	Adriamonas_peritocrescens	heterotrophs
ZOTU-V7_23769	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Hydrurales	Hydrurales_Clade-II	Hydrurales_Clade-II_X	Hydrurales_Clade-II_X_sp.	phototrophs
ZOTU-V7_2377	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_23772	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Charophyceae	Charophyceae_X	Charophyceae_XX	Nitella	Unassigned	phototrophs
ZOTU-V7_23774	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23776	Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dermamoebida	Mayorellidae	Mayorella	Mayorella_sp.	heterotrophs
ZOTU-V7_23777	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_23778	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23783	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_23785	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23787	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23789	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2379	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23790	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23792	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23794	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23797	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23798	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_238	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Unassigned	Unassigned	parasites
ZOTU-V7_23800	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23804	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Prokinetoplastida	Ichthyobodonidae	Ichthyobodonidae_X	Ichthyobodonidae_X_sp.	heterotrophs
ZOTU-V7_23807	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Charophyceae	Charophyceae_X	Charophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_23809	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2381	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_23810	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_X	Agaricomycetes_X_sp.	heterotrophs
ZOTU-V7_23813	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_XX	Chrysophyceae_XXX	Chrysophyceae_XXX_sp.	phototrophs
ZOTU-V7_23815	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23817	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.	heterotrophs
ZOTU-V7_2382	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Trepomonas	Trepomonas_steinii	heterotrophs
ZOTU-V7_23820	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23821	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23825	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23827	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23828	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_2383	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_23830	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23831	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23832	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23836	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_Cluster-I	Chrysophyceae_Cluster-I_X	Chrysophyceae_Cluster-I_XX	Chrysophyceae_Cluster-I_XX_sp.	phototrophs
ZOTU-V7_2384	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Polytrichastrum	Unassigned	phototrophs
ZOTU-V7_23847	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.	NA
ZOTU-V7_23848	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_23850	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23851	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23852	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23857	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23867	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23869	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23872	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Sorodiplophrys	Sorodiplophrys_stercorea	heterotrophs
ZOTU-V7_23874	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23875	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23877	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_23878	Eukaryota	Obazoa	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	heterotrophs
ZOTU-V7_23879	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_acus	phototrophs
ZOTU-V7_2388	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Plasmodiophorida_XX	Plasmodiophorida_XX_sp.	parasites
ZOTU-V7_23882	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Ascomycota_X	Ascomycota_XX	Archaeorhizomyces	Archaeorhizomyces_finlayi	heterotrophs
ZOTU-V7_23885	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2389	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_23890	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23893	Eukaryota	TSAR	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	PHYLL_1	PHYLL_1_X	PHYLL_1_X_sp.	parasites
ZOTU-V7_23896	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Tetramitia_I	Tetramitia_I_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23897	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana1	Unassigned	parasites
ZOTU-V7_239	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_2390	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23901	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Petalomonas_sphagnophila	NA
ZOTU-V7_23906	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_23907	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23908	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_23909	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2391	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Mattesia	Unassigned	parasites
ZOTU-V7_23916	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2392	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23920	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Prasiolales	Prasiolales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_23924	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23926	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_23927	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_23929	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_2393	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Leptophrys	Leptophrys_vorax	heterotrophs
ZOTU-V7_23930	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23933	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_23936	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana1	Unassigned	parasites
ZOTU-V7_23938	Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Ripella	Unassigned	heterotrophs
ZOTU-V7_2394	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_23940	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	NA
ZOTU-V7_23941	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Stenophorida	Stenophoridae	Stenophora	Stenophora_robusta	parasites
ZOTU-V7_23949	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_2395	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_23950	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23952	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23953	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Unassigned	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_23954	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Mastigamoeba_punctachora	heterotrophs
ZOTU-V7_23956	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23957	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_2396	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_23963	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_23966	Eukaryota	Amoebozoa	Evosea	Evosea_X	Variosea	Variosea_X	Phalansteriidae	Phalansterium	Unassigned	heterotrophs
ZOTU-V7_23969	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Chironomus	Chironomus_tepperi	heterotrophs
ZOTU-V7_2397	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_23970	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_23971	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23972	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_23975	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycota_X	Chytridiomycota_XX	Chytridiomycota_XXX	Chytridiomycota_XXX_sp.	saprotrophs/parasites
ZOTU-V7_23980	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Daphnia	Unassigned	heterotrophs
ZOTU-V7_23984	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	heterotrophs
ZOTU-V7_23985	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_23987	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Aphagea	Astasiidae	Astasia	Astasia_curvata	heterotrophs
ZOTU-V7_23990	Eukaryota	TSAR	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-12	NC12A-lineage	NC12A-lineage_X	NC12A-lineage_X_sp.	NA
ZOTU-V7_23991	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_23992	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Unassigned	Unassigned	parasites
ZOTU-V7_23996	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_23998	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Tetramitia_I	Neovahlkampfiidae	Neovahlkampfia	Neovahlkampfia_sp.	heterotrophs
ZOTU-V7_23999	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes_X	Leotiomycetes_X_sp.	heterotrophs
ZOTU-V7_240	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_24002	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24005	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24006	Eukaryota	Obazoa	Opisthokonta	Choanoflagellata	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Codosiga	Codosiga_sp.	heterotrophs
ZOTU-V7_24008	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24009	Eukaryota	TSAR	Stramenopiles	Gyrista	Xanthophyceae	Xanthophyceae_X	Xanthophyceae_XX	Ophiocytium	Ophiocytium_parvulum	phototrophs
ZOTU-V7_24012	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Botryococcus	Botryococcus_braunii	phototrophs
ZOTU-V7_24018	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_24019	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_2402	Eukaryota	Obazoa	Opisthokonta	Fungi	Aphelidiomycota	Aphelidiales	Aphelidiaceae	Aphelidium	Aphelidium_desmodesmi	parasites
ZOTU-V7_24021	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24025	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Eupodidae	Eupodidae_sp.	heterotrophs
ZOTU-V7_24027	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	phototrophs
ZOTU-V7_24028	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24030	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_24032	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_24034	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24036	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24038	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Arcellinida	Phryganellina	Phryganella	Phryganella_paradoxa	heterotrophs
ZOTU-V7_24039	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24041	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24043	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_2405	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_24054	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_24056	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Microsporidia	Microsporidia_sp.	parasites
ZOTU-V7_24057	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Amphifilaceae_X	Amphifilaceae_X_sp.	heterotrophs
ZOTU-V7_24058	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
