"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V9_57548","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales",NA,NA,NA
"ZOTU-V9_57554","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_57584","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V9_57589","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_57599","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp."
"ZOTU-V9_57614","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V9_57607","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Stylocephalidae",NA,NA
"ZOTU-V9_57615","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_57620","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Suessiales","Borghiellaceae","Borghiella","Borghiella_tenuissima"
"ZOTU-V9_57618","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_57621","TSAR","Eukaryota","Stramenopiles-Bigyra",NA,NA,NA,NA,NA
"ZOTU-V9_57629","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Pythium","Pythium_cylindrosporum"
"ZOTU-V9_57658","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_57663","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V9_57665","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_57686","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_57682","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_57701","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Sordariomycetes",NA,NA
"ZOTU-V9_57715","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V9_57716","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_57729","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Tritirachiomycetes","Paratritirachium","Paratritirachium_sp."
"ZOTU-V9_57745","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Amphifilaceae_X","Amphifilaceae_X_sp."
"ZOTU-V9_57744","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_57746","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_debaryana"
"ZOTU-V9_57760","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V9_57767","Obazoa","Eukaryota","Breviatea-Breviatea_X","Breviatea_XX","Breviatea_XXX",NA,NA,NA
"ZOTU-V9_57778","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea",NA,NA,NA,NA
"ZOTU-V9_57780","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V9_57800","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Astasiidae","Astasia","Astasia_torta"
"ZOTU-V9_57794","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_57801","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V9_57825","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_57836","Obazoa","Eukaryota","Opisthokonta-Ichthyosporea","Ichthyophonida",NA,NA,NA,NA
"ZOTU-V9_57842","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V9_57848","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_57885","Amoebozoa","Eukaryota","Evosea-Eumycetozoa","Myxogastria_Fuscisporidia",NA,NA,NA,NA
"ZOTU-V9_57921","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_57924","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Melastiza","Melastiza_cornubiensis"
"ZOTU-V9_57947","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_57934","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_57929","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Taphrinomycotina","Taphrinomycetes","Taphrina","Taphrina_epiphylla"
"ZOTU-V9_57959","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_57953","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_57970","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota",NA,NA,NA,NA
"ZOTU-V9_57982","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Lagenidium","Lagenidium_giganteum"
"ZOTU-V9_57989","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V9_57999","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda","Daphnia",NA
"ZOTU-V9_58001","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ZOTU-V9_58017","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Paraschneideria","Paraschneideria_metamorphosa"
"ZOTU-V9_58028","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA
"ZOTU-V9_58042","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V9_58053","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Trepomonas","Trepomonas_sp."
"ZOTU-V9_58057","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta","Pycnopsyche","Pycnopsyche_lepida"
"ZOTU-V9_58075","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V9_58071","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes",NA,NA
"ZOTU-V9_58076","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas",NA
"ZOTU-V9_58086","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58090","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Echinamoebida","Echinamoebida_X","Echinamoebidae","Echinamoeba",NA
"ZOTU-V9_58102","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_58098","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58097","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V9_58095","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_58120","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V9_58139","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"ZOTU-V9_58141","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Trechispora","Trechispora_sp."
"ZOTU-V9_58165","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Haptoria_2","Haptoria_2_X","Chaenea","Chaenea_vorax"
"ZOTU-V9_58172","TSAR","Eukaryota","Stramenopiles-Gyrista","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX",NA,NA
"ZOTU-V9_58170","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","Spizellomycetales_XX","Spizellomycetales_XX_sp."
"ZOTU-V9_58200","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V9_58202","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58205","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58231","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_58223","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota",NA,NA,NA,NA
"ZOTU-V9_58229","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ZOTU-V9_58233","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58237","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea",NA,NA,NA,NA
"ZOTU-V9_58251","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida",NA,NA,NA,NA
"ZOTU-V9_58235","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_58259","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V9_58249","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58260","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_58255","Obazoa","Eukaryota","Opisthokonta-Metazoa","Tardigrada","Tardigrada_X","Tardigrada_XX","Paramacrobiotus","Paramacrobiotus_tonollii"
"ZOTU-V9_58277","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei"
"ZOTU-V9_58269","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Hypotrichia_X","Hypotrichia_XX","Hypotrichia_XX_sp."
"ZOTU-V9_58283","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_58274","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_58276","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58282","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_58287","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_58293","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana2",NA
"ZOTU-V9_58298","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_58295","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V9_58307","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_58300","Excavata","Eukaryota","Metamonada-Preaxostyla","Preaxostyla_X","Preaxostyla_XX","Paramastigidae","Paratrimastix","Paratrimastix_pyriformis"
"ZOTU-V9_58301","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Collembola","Sminthurus","Sminthurus_viridis"
"ZOTU-V9_58299","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58313","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_58311","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58316","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Tilletiopsis","Tilletiopsis_pallescens"
"ZOTU-V9_58329","Excavata","Eukaryota","Discoba-Discoba_X","Heterolobosea",NA,NA,NA,NA
"ZOTU-V9_58323","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58324","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58335","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V9_58334","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_58333","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58336","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_58339","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"ZOTU-V9_58346","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_58342","TSAR","Eukaryota","Alveolata-Chrompodellids","Colpodellidea","Colpodellida","Chromeraceae","Chromera","Chromera_velia"
"ZOTU-V9_58360","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Myriapoda","Symphyla","Scutigerella","Scutigerella_sp."
"ZOTU-V9_58362","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58384","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V9_58376","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V9_58370","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_58393","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_58394","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58410","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58412","Obazoa","Eukaryota","Opisthokonta-Ichthyosporea","Ichthyophonida","Pseudoperkinsidae","Pseudoperkinsidae_X","Anurofeca","Anurofeca_sp."
"ZOTU-V9_58421","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_58418","Obazoa","Eukaryota","Opisthokonta-Metazoa","Cnidaria","Cnidaria_X","Anthozoa",NA,NA
"ZOTU-V9_58443","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei"
"ZOTU-V9_58431","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida",NA,NA,NA
"ZOTU-V9_58439","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58442","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58456","Amoebozoa","Eukaryota","Evosea-Eumycetozoa","Myxogastria_Fuscisporidia",NA,NA,NA,NA
"ZOTU-V9_58447","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX",NA,NA
"ZOTU-V9_58452","Haptista","Eukaryota","Haptophyta-Haptophyta_X","Prymnesiophyceae",NA,NA,NA,NA
"ZOTU-V9_58463","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58473","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X",NA,NA
"ZOTU-V9_58455","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_58472","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Spirotrichea_X","Spirotrichea_XX","Phacodinium","Phacodinium_metchnikoffi"
"ZOTU-V9_58466","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58488","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chloropicophyceae","Chloropicales","Chloropicaceae","Chloroparvula",NA
"ZOTU-V9_58499","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_58510","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_58508","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium",NA
"ZOTU-V9_58502","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_58513","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Vannellida","Vannellidae","Ripella",NA
"ZOTU-V9_58507","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58526","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V9_58512","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_58516","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes",NA,NA
"ZOTU-V9_58523","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota",NA,NA,NA,NA
"ZOTU-V9_58538","Excavata","Eukaryota","Discoba-Euglenozoa",NA,NA,NA,NA,NA
"ZOTU-V9_58539","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_58542","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae",NA,NA
"ZOTU-V9_58559","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Vermamoebidae","Hartmannella","Hartmannella_vermiformis"
"ZOTU-V9_58560","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V9_58557","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58564","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58580","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V9_58583","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V9_58586","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Collembola","Tomocerus","Tomocerus_minor"
"ZOTU-V9_58592","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dermamoebida","Dermamoebidae","Paradermamoeba","Paradermamoeba_levis"
"ZOTU-V9_58598","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58625","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V9_58634","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_58628","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_58643","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V9_58655","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_58650","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V9_58645","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_58644","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58661","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae",NA,NA
"ZOTU-V9_58663","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Desmodesmus","Desmodesmus_communis"
"ZOTU-V9_58666","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes",NA,NA
"ZOTU-V9_58672","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58690","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V9_58697","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V9_58698","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Acrobeloides","Acrobeloides_buetschlii"
"ZOTU-V9_58701","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ZOTU-V9_58699","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58712","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_58718","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota",NA,NA,NA,NA
"ZOTU-V9_58725","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_58730","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58765","Amoebozoa","Eukaryota","Evosea-Eumycetozoa","Myxogastria_Fuscisporidia",NA,NA,NA,NA
"ZOTU-V9_58770","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V9_58771","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida",NA,NA,NA
"ZOTU-V9_58779","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_58793","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium",NA
"ZOTU-V9_58796","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_58812","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_58818","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_58821","TSAR","Eukaryota","Stramenopiles-Gyrista","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX",NA,NA
"ZOTU-V9_58826","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_58831","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_58845","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Chelicerata","Arachnida","Trisetacus","Trisetacus_ehmanni"
"ZOTU-V9_58857","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Scuticociliatia_2","Histiobalantiidae","Histiobalantium",NA
"ZOTU-V9_58855","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ZOTU-V9_58878","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Giardia","Giardia_intestinalis"
"ZOTU-V9_58881","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida",NA,NA,NA,NA
"ZOTU-V9_58888","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V9_58885","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_58895","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae","Strobilidiidae_X","Strobilidiidae_X_sp."
"ZOTU-V9_58884","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ZOTU-V9_58896","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V9_58889","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
