"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V9_32998","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellata_XX_Clade-2","Sphaeroeca","Sphaeroeca_volvox"
"ZOTU-V9_32999","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_33004","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_33013","TSAR","Eukaryota","Rhizaria-Cercozoa","Sainouroidea","Sainouroidea_X","Guttulinopsidae","Guttulinopsis","Guttulinopsis_vulgaris"
"ZOTU-V9_33016","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_sp."
"ZOTU-V9_33014","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_33018","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae",NA,NA
"ZOTU-V9_33027","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Watanabea-Clade","Watanabea-Clade_X","Watanabea","Watanabea_sp."
"ZOTU-V9_33041","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae","Limnofilidae_X","Limnofilidae_X_sp."
"ZOTU-V9_33036","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33050","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V9_33048","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_33053","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_33069","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","LOS7N/I-lineage","Ptolemeba","Ptolemeba_bulliensis"
"ZOTU-V9_33077","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Syncystis","Syncystis_mirabilis"
"ZOTU-V9_33091","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V9_33085","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_33101","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_33110","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V9_33108","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_33111","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33129","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Phytophthora",NA
"ZOTU-V9_33133","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota",NA,NA,NA,NA
"ZOTU-V9_33132","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_33153","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_agilis"
"ZOTU-V9_33151","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Anoecales","Anoecales_X","Cafileria","Cafileria_marina"
"ZOTU-V9_33184","Amoebozoa","Eukaryota","Evosea-Eumycetozoa","Myxogastria_Fuscisporidia",NA,NA,NA,NA
"ZOTU-V9_33176","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Orbiliomycetes","Orbilia",NA
"ZOTU-V9_33192","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_33187","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Euglyphida",NA,NA,NA
"ZOTU-V9_33200","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V9_33202","Archaeplastida","Eukaryota","Rhodophyta-Rhodophyta_X","Bangiophyceae","Cyanidiales","Cyanidiales_X","Cyanidiales_XX","Cyanidiales_XX_sp."
"ZOTU-V9_33201","Obazoa","Eukaryota","Opisthokonta-Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_2","Abeoformidae_Group_MAIP_2_X","Abeoformidae_Group_MAIP_2_X_sp."
"ZOTU-V9_33212","TSAR","Eukaryota","Alveolata-Ciliophora","Colpodea","Colpodea_X",NA,NA,NA
"ZOTU-V9_33210","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V9_33207","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_33217","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V9_33223","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33241","Excavata","Eukaryota","Discoba-Discoba_X","Heterolobosea",NA,NA,NA,NA
"ZOTU-V9_33256","Amoebozoa","Eukaryota","Evosea-Eumycetozoa","Myxogastria_Fuscisporidia","Physarida","Didymiidae","Diderma","Diderma_niveum"
"ZOTU-V9_33250","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_33266","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XX_MET8","Kinetoplastea_XX_MET8_sp."
"ZOTU-V9_33267","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dactylopodida","Paramoebidae","Korotnevella",NA
"ZOTU-V9_33269","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33284","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae",NA,NA
"ZOTU-V9_33286","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33297","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana2",NA
"ZOTU-V9_33301","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Rhabdomonas",NA
"ZOTU-V9_33296","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dermamoebida","Dermamoebidae","Paradermamoeba","Paradermamoeba_levis"
"ZOTU-V9_33309","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V9_33312","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Nematopsis","Nematopsis_temporariae"
"ZOTU-V9_33318","Amoebozoa","Eukaryota","Evosea-Eumycetozoa","Myxogastria_Fuscisporidia",NA,NA,NA,NA
"ZOTU-V9_33316","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Bracteacoccus","Bracteacoccus_sp."
"ZOTU-V9_33329","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XX_MET3","Kinetoplastea_XX_MET3_sp."
"ZOTU-V9_33325","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dactylopodida","Paramoebidae","Korotnevella","Korotnevella_jeppesenii"
"ZOTU-V9_33323","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida",NA,NA,NA
"ZOTU-V9_33331","Eukaryota_X","Eukaryota","Hemimastigophora-Hemimastigophora_X","Hemimastigophora_XX","Hemimastigophora_XXX","Spironemidae","Hemimastix","Hemimastix_sp."
"ZOTU-V9_33336","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V9_33326","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_33328","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33332","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Variosea_X","Variosea_XX","Variosea_XXX","Variosea_XXX_sp."
"ZOTU-V9_33343","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Saccharomycetales",NA,NA
"ZOTU-V9_33365","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei"
"ZOTU-V9_33366","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Strongylostoma","Strongylostoma_elongatum"
"ZOTU-V9_33360","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33358","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33392","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V9_33387","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V9_33388","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_33389","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V9_33390","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae",NA,NA
"ZOTU-V9_33398","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea",NA,NA,NA,NA
"ZOTU-V9_33408","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_33405","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33413","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes",NA,NA
"ZOTU-V9_33416","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Gliophorus","Gliophorus_laetus"
"ZOTU-V9_33421","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_33431","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V9_33443","Haptista","Eukaryota","Centroplasthelida-Centroplasthelida_X","Centroplasthelida_XX","Centroplasthelida_XXX","Centroplasthelida_XXXX","Centroplasthelida_XXXXX","Centroplasthelida_XXXXX_sp."
"ZOTU-V9_33468","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V9_33458","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Naumovozyma","Naumovozyma_dairenensis"
"ZOTU-V9_33454","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ZOTU-V9_33466","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_33473","TSAR","Eukaryota","Stramenopiles-Bigyra",NA,NA,NA,NA,NA
"ZOTU-V9_33486","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V9_33481","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_33493","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Leotiomycetes_X","Leotiomycetes_X_sp."
"ZOTU-V9_33511","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Paracercomonadida","Paracercomonadida_X","Brevimastigomonas","Brevimastigomonas_motovehiculus"
"ZOTU-V9_33526","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Menoidium","Menoidium_gibbum"
"ZOTU-V9_33513","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_33534","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_33532","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33562","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Haptoria_7","Spathidiida","Paraenchelys","Paraenchelys_terricola"
"ZOTU-V9_33565","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Glissomonadida_X","Glissomonadida_XX","Glissomonadida_XX_sp."
"ZOTU-V9_33558","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA
"ZOTU-V9_33570","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_33588","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Suessiales","Borghiellaceae","Borghiella","Borghiella_tenuissima"
"ZOTU-V9_33586","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V9_33585","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"ZOTU-V9_33583","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33601","Obazoa","Eukaryota","Opisthokonta-Metazoa","Mollusca","Cephalopoda","Cephalopoda_X",NA,NA
"ZOTU-V9_33614","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_33599","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_33616","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Orbiliomycetes","Orbiliomycetes_X","Orbiliomycetes_X_sp."
"ZOTU-V9_33632","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Oxytricha","Oxytricha_granulifera"
"ZOTU-V9_33643","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea",NA,NA,NA,NA
"ZOTU-V9_33644","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33649","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33652","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V9_33654","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V9_33663","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33667","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Amphifilaceae_X","Amphifilaceae_X_sp."
"ZOTU-V9_33675","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_33672","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Microthamniales","Microthamniales_X","Trebouxia",NA
"ZOTU-V9_33674","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33671","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33684","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei"
"ZOTU-V9_33673","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta","Tinotus","Tinotus_morion"
"ZOTU-V9_33681","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33699","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Diplophrydaceae","Diplophrys","Diplophrys_sp."
"ZOTU-V9_33704","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33706","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33703","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_33708","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_33712","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_33709","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Variosea_X","Variosea_XX","Variosea_XXX","Variosea_XXX_sp."
"ZOTU-V9_33707","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_33723","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Mucoromycotina","Mucorales","Mucor",NA
"ZOTU-V9_33724","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ZOTU-V9_33725","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33729","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_33732","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chloromonas","Chloromonas_sp."
"ZOTU-V9_33741","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V9_33738","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Glissomonadida_X","Glissomonadida_XX","Glissomonadida_XX_sp."
"ZOTU-V9_33746","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33754","TSAR","Eukaryota","Rhizaria-Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ZOTU-V9_33750","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33770","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Synchytriales","Synchytriaceae","Synchytrium","Synchytrium_perforatum"
"ZOTU-V9_33777","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Pythium",NA
"ZOTU-V9_33779","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ZOTU-V9_33776","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Ascomycota_X","Ascomycota_XX","Archaeorhizomyces",NA
"ZOTU-V9_33784","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_33801","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea",NA,NA,NA,NA
"ZOTU-V9_33802","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_33803","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_33815","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA
"ZOTU-V9_33827","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea",NA,NA,NA,NA
"ZOTU-V9_33829","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_33828","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33858","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_33867","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Euglyphida",NA,NA,NA
"ZOTU-V9_33879","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea",NA,NA,NA,NA
"ZOTU-V9_33877","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae",NA,NA
"ZOTU-V9_33883","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V9_33889","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Vampyrellidae","Vampyrella","Vampyrella_sp."
"ZOTU-V9_33906","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_33900","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana2",NA
"ZOTU-V9_33902","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_33903","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozella","Rozella_allomycis"
"ZOTU-V9_33913","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ZOTU-V9_33935","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Ascogregarina",NA
"ZOTU-V9_33941","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V9_33955","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda",NA,NA,NA,NA
"ZOTU-V9_33952","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Gieysztoria",NA
"ZOTU-V9_33975","Obazoa","Eukaryota","Opisthokonta-Rotosphaerida","Nucleariidea","Nucleariida","Nucleariida_X","Nuclearia",NA
"ZOTU-V9_33971","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33970","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_33993","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Antonospora",NA
"ZOTU-V9_33990","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V9_33995","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_33996","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida",NA,NA,NA
"ZOTU-V9_33997","Obazoa","Eukaryota","Opisthokonta-Rotosphaerida","Nucleariidea","Nucleariida","Nucleariida_X","Nuclearia",NA
"ZOTU-V9_34013","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_sp."
"ZOTU-V9_34017","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea",NA,NA,NA,NA
"ZOTU-V9_34019","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_34024","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Euglenophyceae",NA,NA,NA
"ZOTU-V9_34018","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_34026","TSAR","Eukaryota","Alveolata-Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Apocyrtolophosis","Apocyrtolophosis_sp."
"ZOTU-V9_34047","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Neobodonida","Rhynchomonadidae","Rhynchomonas","Rhynchomonas_sp."
"ZOTU-V9_34031","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_34037","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Monomastix",NA
"ZOTU-V9_34056","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Ascogregarina","Ascogregarina_sp."
"ZOTU-V9_34048","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA
"ZOTU-V9_34053","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V9_34061","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ZOTU-V9_34057","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Scuticociliatia_2","Scuticociliatia_2_X","Cristigera","Cristigera_sp."
"ZOTU-V9_34059","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae","Strobilidiidae_X","Strobilidiidae_X_sp."
"ZOTU-V9_34071","Obazoa","Eukaryota","Opisthokonta-Metazoa","Annelida","Annelida_X","Annelida_XX","Tubifex","Tubifex_tubifex"
"ZOTU-V9_34068","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_34084","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
