"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V7_189","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_191","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp."
"ZOTU-V7_203","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_194","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Sordariomycetes",NA,NA
"ZOTU-V7_204","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_192","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_193","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Hypolepis","Hypolepis_muelleri"
"ZOTU-V7_196","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_208","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Flamellidae","Flamella-lineage","Flamella-lineage_X","Flamella-lineage_X_sp."
"ZOTU-V7_197","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Glissomonadida_X","Glissomonadida_XX","Glissomonadida_XX_sp."
"ZOTU-V7_195","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_199","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_201","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_202","Obazoa","Eukaryota","Opisthokonta-Metazoa","Craniata","Craniata_X","Mammalia","Tursiops","Tursiops_truncatus"
"ZOTU-V7_198","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae",NA,NA
"ZOTU-V7_206","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma",NA
"ZOTU-V7_207","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_200","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_209","TSAR","Eukaryota","Alveolata-Chrompodellids","Colpodellidea","Colpodellida","Colpodellida_CHR1","Colpodellida_CHR1_X","Colpodellida_CHR1_X_sp."
"ZOTU-V7_205","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_210","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_211","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_215","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_214","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_212","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_221","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_217","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales","Ochromonadaceae","Dinobryon","Dinobryon_sertularia"
"ZOTU-V7_222","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_223","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V7_224","TSAR","Eukaryota","Alveolata-Chrompodellids","Colpodellidea","Colpodellida","Alphamonaceae","Alphamonadea_ALPH2","Alphamonadea_ALPH2_sp."
"ZOTU-V7_233","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta","Chironomus","Chironomus_tepperi"
"ZOTU-V7_240","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_227","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_229","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_231","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_234","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_230","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_228","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"ZOTU-V7_232","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_236","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chloromonas",NA
"ZOTU-V7_235","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes",NA,NA
"ZOTU-V7_238","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V7_237","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_239","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae",NA,NA,NA,NA
"ZOTU-V7_251","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_241","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ZOTU-V7_244","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Basidiomycota_X","Basidiomycota_XX","Basidiomycota_XXX","Basidiomycota_XXX_sp."
"ZOTU-V7_243","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_246","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_260","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Microsporidium","Microsporidium_sp."
"ZOTU-V7_242","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Monomastigaceae-A","Monomastigaceae-A_sp."
"ZOTU-V7_247","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_245","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_249","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA
"ZOTU-V7_254","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_252","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_253","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_256","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Hafniomonas","Hafniomonas_reticulata"
"ZOTU-V7_269","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_271","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_255","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_264","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_257","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X",NA,NA,NA
"ZOTU-V7_258","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_261","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Isoetes","Isoetes_engelmannii"
"ZOTU-V7_262","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Charophyceae","Charophyceae_X","Charophyceae_XX",NA,NA
"ZOTU-V7_266","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp."
"ZOTU-V7_267","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ZOTU-V7_268","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_265","Obazoa","Eukaryota","Opisthokonta-Metazoa","Annelida","Annelida_X","Annelida_XX",NA,NA
"ZOTU-V7_274","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_272","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_sp."
"ZOTU-V7_270","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_276","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_273","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Mucoromycotina","Mucoromycotina_X",NA,NA
"ZOTU-V7_275","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Paraschneideria","Paraschneideria_metamorphosa"
"ZOTU-V7_290","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_289","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_277","Cryptista","Eukaryota","Cryptophyta-Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Cryptomonas","Cryptomonas_sp."
"ZOTU-V7_292","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_279","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_280","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_281","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Chlorella","Chlorella_sp."
"ZOTU-V7_278","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_283","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_282","TSAR","Eukaryota","Stramenopiles-Gyrista","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira",NA
"ZOTU-V7_285","TSAR","Eukaryota","Stramenopiles-Gyrista","Pirsoniales","Pirsoniales_X","Pirsoniales_XX","Pirsonia_Clade__XXX","Pirsonia_Clade__XXX_sp."
"ZOTU-V7_287","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_286","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_291","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_288","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_301","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_295","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Ethmolaimus","Ethmolaimus_pratensis"
"ZOTU-V7_293","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Corylus","Corylus_avellana"
"ZOTU-V7_294","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V7_297","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_298","TSAR","Eukaryota","Alveolata-Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ZOTU-V7_296","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Oligotrichida",NA,NA,NA
"ZOTU-V7_300","Obazoa","Eukaryota","Opisthokonta-Fungi","Blastocladiomycota","Blastocladiomycotina","Blastocladiomycetes","Hyaloraphidium","Hyaloraphidium_curvatum"
"ZOTU-V7_303","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_302","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Muriella","Muriella_terrestris"
"ZOTU-V7_299","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae",NA,NA
"ZOTU-V7_305","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_320","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_304","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_307","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA
"ZOTU-V7_306","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_311","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Stenophorida","Stenophoridae","Stenophora","Stenophora_robusta"
"ZOTU-V7_308","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V7_309","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V7_313","TSAR","Eukaryota","Stramenopiles-Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp."
"ZOTU-V7_315","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X","Ironus",NA
"ZOTU-V7_314","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Notholca","Notholca_acuminata"
"ZOTU-V7_312","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Monomastigaceae_X","Monomastigaceae_X_sp."
"ZOTU-V7_317","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_322","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_329","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Flamellidae","Flamella-lineage","Flamella-lineage_X","Flamella-lineage_X_sp."
"ZOTU-V7_319","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_318","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_325","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Pansomonadida_X","Pansomonadida_XX","Pansomonadida_XX_sp."
"ZOTU-V7_323","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X","Tobrilus","Tobrilus_gracilis"
"ZOTU-V7_327","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae",NA,NA
"ZOTU-V7_328","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_340","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_326","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Lipomycetaceae","Lipomycetaceae_X","Lipomycetaceae_X_sp."
"ZOTU-V7_331","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_330","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae",NA,NA
"ZOTU-V7_349","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_332","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes","Sporidiobolus","Sporidiobolus_salmonicolor"
"ZOTU-V7_333","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_335","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Itersonilia","Itersonilia_perplexans"
"ZOTU-V7_334","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Symphyogyna","Symphyogyna_brongniartii"
"ZOTU-V7_336","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Saprolegniales",NA,NA
"ZOTU-V7_337","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_342","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae",NA,NA,NA,NA
"ZOTU-V7_338","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"ZOTU-V7_341","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Arabidopsis","Arabidopsis_lyrata"
"ZOTU-V7_350","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V7_339","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_345","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V7_343","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_344","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Boeremia","Boeremia_exigua"
"ZOTU-V7_348","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX",NA,NA
"ZOTU-V7_354","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_353","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_351","TSAR","Eukaryota","Alveolata-Ciliophora","Heterotrichea","Heterotrichea_X","Spirostomidae","Spirostomum",NA
"ZOTU-V7_355","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_352","TSAR","Eukaryota","Stramenopiles-Gyrista","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira",NA
"ZOTU-V7_356","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_358","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp."
"ZOTU-V7_359","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda","Daphnia","Daphnia_pulex"
"ZOTU-V7_362","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V7_360","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ZOTU-V7_363","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_367","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_361","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Tolypocladium","Tolypocladium_cylindrosporum"
"ZOTU-V7_366","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ZOTU-V7_364","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_365","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_370","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Scenedesmus","Scenedesmus_obliquus"
"ZOTU-V7_372","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Seriata","Otomesostoma","Otomesostoma_auditivum"
"ZOTU-V7_368","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_371","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ZOTU-V7_380","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_373","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_374","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V7_376","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_379","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Opisthocystis","Opisthocystis_goettei"
"ZOTU-V7_378","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_377","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ZOTU-V7_381","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_Cluster-I","Chrysophyceae_Cluster-I_X","Chrysophyceae_Cluster-I_XX","Chrysophyceae_Cluster-I_XX_sp."
"ZOTU-V7_394","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_389","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta","Ablabesmyia","Ablabesmyia_rhamphe"
"ZOTU-V7_384","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea",NA,NA,NA,NA
