"","sample_id","MDS1","MDS2","d15N_anomaly_mean_1800_1850","mean_air_temp_degC_anomaly_combined","fish_present_binary_YN"
"211","FOOT20_19",0.408763049970925,0.00636731516533412,-0.0146919449914358,-1.01125,"No"
"212","FOOT20_19.5",0.622347179462483,-0.0158699117884065,-0.0814000830171278,-1.01125,"No"
"213","FOOT20_2",-0.637094210835398,-1.10235046205251,-2.55573838899144,0.736666666666667,"Yes"
"214","FOOT20_2.5",-0.719807463602959,-1.09778692545121,-2.80296873501713,0.245,"Yes"
"215","FOOT20_20",0.48260192993999,0.0386857643793572,-0.0968602649914359,-1.01125,"No"
"216","FOOT20_20.5",0.487398746250062,0.0728131375870071,-0.155595890017127,-1.01125,"No"
"217","FOOT20_21",0.141646711417475,0.106363430029303,-0.174685544991436,-1.01125,"No"
"218","FOOT20_21.5",0.169673492312573,0.111388344704818,-0.116284988017127,-1.01125,"No"
"219","FOOT20_22",0.413866065535033,0.010900331121137,-0.018086504991436,-1.01125,"No"
"220","FOOT20_22.5",0.0074312715932877,0.0921745558359151,-0.0245293300171276,-1.01125,"No"
"221","FOOT20_3",-0.604507490420611,-1.18426946492134,-2.86967190299144,0.17,"Yes"
"222","FOOT20_3.5",-0.485816410424108,-0.857532500791516,-1.79228329501713,-0.28,"Yes"
"223","FOOT20_4",-0.535635744931755,-0.915200663403896,-1.50367783599144,-0.352222222222222,"Yes"
"224","FOOT20_4.5",-0.602542438954672,-1.22625971630429,-1.75895228101713,-0.363333333333333,"Yes"
"225","FOOT20_5",-0.414047313609316,-0.80350508676549,-1.31253696299144,-0.421666666666667,"Yes"
"226","FOOT20_5.5",-0.56863404923287,-0.801614347968539,-1.53857131701713,0.108461538461538,"Yes"
"227","FOOT20_6",-0.446370471551171,-0.835262946034324,-1.01149238099144,-0.196666666666667,"Yes"
"228","FOOT20_7",0.201542355140841,-0.0544747917120229,-0.557530588991436,-1.01125,"No"
"229","FOOT20_7.5",0.347064458584446,-0.352749143488233,-0.654425729017127,-1.01125,"No"
"230","FOOT20_8",-0.0435655588511117,0.191031572139463,-0.128127596991436,-1.01125,"No"
